# Scalar ASCII output created by CarpetIOScalar
# created on DESKTOP-32SDILR. by acastoldi on Jun 14 2024 at 16:52:33+0200
# parameter filename: "TOV_lev3_r12_r10_res.par"
# Build ID: build-sim-DESKTOP-32SDILR.-acastoldi-2024.05.17-07.33.06-127188
# Simulation ID: run-TOV_lev3_r12_r10_res-DESKTOP-32SDILR.-acastoldi-2024.06.14-14.52.28-523
# Run ID: run-TOV_lev3_r12_r10_res-DESKTOP-32SDILR.-acastoldi-2024.06.14-14.52.28-523
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
104448 76.5 368.250360506269 415.923673118131 752.460762023926 747.860774993896 730.607897520065 0 21.9132719039917 1428 410685.895382742 410685.895382742 307135872 307135872 297048.744135315 297048.744135315 222151104 222151104 1048.00906059497 2589973.86772803 14848.9457728837 2575124.92195514 22984 56996765 324701 56672064 0 0 0 0 751.126951217651 1718377500.95231 308031
104960 76.875 368.364409771872 415.651517549054 755.894066095352 751.294079065323 733.959357261658 0 21.9451937675476 1435 410813.087178828 410813.087178828 308641440 308641440 297140.741848692 297140.741848692 223240080 223240080 1048.83999940131 2598534.15115517 14863.4751649488 2583670.67599022 23010 56998311 326247 56672064 0 0 0 0 754.552727460861 1718377504.38562 309539
105472 77.25 368.442542017066 415.375881328303 759.398818016052 754.798830986023 737.362873792648 0 22.0727138519287 1442 410900.223036704 410900.223036704 310147008 310147008 297203.767137464 297203.767137464 224329056 224329056 1048.46880014616 2587452.45594892 14867.2549121833 2572585.20103674 23144 57026967 327831 56699136 0 0 0 0 758.049755811691 1718377507.89037 311047
105984 77.625 368.557609954301 415.108478896682 762.826089143753 758.226102113724 740.728942394257 0 22.1076281070709 1449 411028.550891613 411028.550891613 311652576 311652576 297296.586561182 297296.586561182 225418032 225418032 1048.37064543312 2580799.89450672 14896.8554054383 2565903.03910128 23170 57028534 329398 56699136 0 0 0 0 761.469379425049 1718377511.31764 312555
106496 78 368.613083196284 414.833775998593 766.374359130859 761.77437210083 744.116717338562 0 22.3188898563385 1456 411090.416623454 411090.416623454 313158144 313158144 297341.33399019 297341.33399019 226507008 226507008 1048.98803826019 2592142.93851949 14860.7387560019 2577282.19976349 23430 58093400 330968 57762432 0 0 0 0 765.009762048721 1718377514.86591 314063
107008 78.375 368.714793200388 414.568513129968 769.825590133667 765.225603103638 747.485166788101 0 22.3520724773407 1463 411203.847236387 411203.847236387 314663712 314663712 297423.378251989 297423.378251989 227595984 227595984 1049.75629321075 2600428.51925323 14871.7862173344 2585556.7330359 23456 58094894 332462 57762432 0 0 0 0 768.453454732895 1718377518.31714 315571
107520 78.75 368.771820949207 414.298269368385 773.368054151535 768.768067121506 750.926033735275 0 22.4782602787018 1470 411267.446609523 411267.446609523 316169280 316169280 297469.37962221 297469.37962221 228684960 228684960 1049.37075910231 2589496.75305951 14875.0867260657 2574621.66633345 23590 58123547 334043 57789504 0 0 0 0 771.988025903702 1718377521.85961 317079
108032 79.125 368.883301059582 414.038803791824 776.795418977737 772.195431947708 754.292647361755 0 22.5124397277832 1477 411391.77319235 411391.77319235 317674848 317674848 297559.304929377 297559.304929377 229773936 229773936 1049.29296723743 2583010.21722667 14904.1640613639 2568106.05316531 23616 58125109 335605 57789504 0 0 0 0 775.408071756363 1718377525.28697 318587
108544 79.5 368.93196157785 413.771653000014 780.352781057358 775.752794027328 757.690270900726 0 22.7235338687897 1484 411446.041132474 411446.041132474 319180416 319180416 297598.556882371 297598.556882371 230862912 230862912 1049.92782509741 2594221.01054399 14868.9618965884 2579352.0486474 23876 59189981 337181 58852800 0 0 0 0 778.95765709877 1718377528.84433 320095
109056 79.875 369.034106403247 413.514918202504 783.79625916481 779.196272134781 761.050923109055 0 22.7569167613983 1491 411559.956673573 411559.956673573 320685984 320685984 297680.951892283 297680.951892283 231951888 231951888 1050.67693620437 2602348.97628703 14882.2597815319 2587466.71650549 23902 59191522 338722 58852800 0 0 0 0 782.393280506134 1718377532.28781 321603
109568 80.25 369.102598956187 413.255002205544 787.309187173843 782.709200143814 764.459858894348 0 22.8899164199829 1498 411636.342003902 411636.342003902 322191552 322191552 297736.201334009 297736.201334009 233040864 233040864 1050.18404508345 2591330.88184192 14884.0261665457 2576446.85567538 24036 59220178 340306 58879872 0 0 0 0 785.898776769638 1718377535.80074 323111
110080 80.625 369.209729160882 413.003200904822 790.738533973694 786.138546943665 767.817363739014 0 22.9325504302979 1505 411755.817417253 411755.817417253 323697120 323697120 297822.617794593 297822.617794593 234129840 234129840 1049.5973701901 2583703.99040083 14905.3035469839 2568798.68685385 24062 59221740 341868 58879872 0 0 0 0 789.320713758469 1718377539.23008 324619
110592 81 369.258904885332 412.744642058504 794.289812088013 789.689825057983 771.207536697388 0 23.1431756019592 1512 411810.659933629 411810.659933629 325202688 325202688 297862.285338081 297862.285338081 235218816 235218816 1050.15643344439 2594553.30926014 14870.0244751177 2579683.28478502 24322 60286607 343439 59943168 0 0 0 0 792.864160776138 1718377542.78136 326127
111104 81.375 369.359358245377 412.495829365326 797.730020046234 793.130033016205 774.564628362656 0 23.1768317222595 1519 411922.689092426 411922.689092426 326708256 326708256 297943.315929346 297943.315929346 236307792 236307792 1050.87797920797 2602498.10680891 14880.8189694615 2587617.28783945 24348 60288107 344939 59943168 0 0 0 0 796.296043634415 1718377546.22157 327635
111616 81.75 369.43138998179 412.24482321442 801.229640007019 796.62965297699 777.959873914719 0 23.3070430755615 1526 412003.021446002 412003.021446002 328213824 328213824 298001.420249488 298001.420249488 237396768 237396768 1050.37583545317 2591635.67698923 14882.3154743523 2576753.36151488 24482 60316765 346525 59970240 0 0 0 0 799.788305282593 1718377549.72119 329143
112128 82.125 369.432967595684 411.984633905656 804.880486965179 800.28049993515 781.548185586929 0 23.3425395488739 1533 412004.78085711 412004.78085711 329719392 329719392 298002.692829983 298002.692829983 238485744 238485744 1050.21787618611 2585176.14795715 14909.3308182739 2570266.81713888 24508 60318329 348089 59970240 0 0 0 0 803.431544303894 1718377553.37204 330651
112640 82.5 369.496227247938 411.735923406422 808.397098064423 803.797111034393 784.903401851654 0 23.5565297603607 1540 412075.330270536 412075.330270536 331224960 331224960 298053.721158185 298053.721158185 239574720 239574720 1050.74994485472 2595793.37570797 14874.330409111 2580919.04529886 24768 61383200 349664 61033536 0 0 0 0 806.940248727798 1718377556.88865 332159
113152 82.875 369.552166980243 411.487738972282 811.92849612236 807.328509092331 788.349663496017 0 23.5897426605225 1547 412137.716248971 412137.716248971 332730528 332730528 298098.844881094 298098.844881094 240663696 240663696 1051.36672340191 2603374.13530049 14885.6818130966 2588488.45348739 24794 61384741 351205 61033536 0 0 0 0 810.463869571686 1718377560.42005 333667
113664 83.25 369.634538608062 411.245655152115 815.400842189789 810.80085515976 791.721479177475 0 23.7152392864227 1554 412229.580017084 412229.580017084 334236096 334236096 298165.289863151 298165.289863151 241752672 241752672 1051.0417863461 2593118.23413783 14889.4207929772 2578228.81334486 24928 61413396 352788 61060608 0 0 0 0 813.928338050842 1718377563.89239 335175
114176 83.625 369.730959778742 411.007610473771 818.840699195862 814.240712165833 795.101274490356 0 23.74977850914 1561 412337.112334935 412337.112334935 335741664 335741664 298243.067893345 298243.067893345 242841648 242841648 1050.99429786156 2587035.52263242 14917.2528143816 2572118.26981804 24954 61414956 354348 61060608 0 0 0 0 817.360728025436 1718377567.33225 336683
114688 84 369.757370117441 410.761028069059 822.433583974838 817.833596944809 798.530402898788 0 23.9656162261963 1568 412366.566083686 412366.566083686 337247232 337247232 298264.371763712 298264.371763712 243930624 243930624 1051.40817534037 2597202.84938156 14881.450250001 2582321.39913156 25214 62479823 355919 62123904 0 0 0 0 820.918828725815 1718377570.92513 338191
115200 84.375 369.855030709584 410.526854941979 825.867712974548 821.267725944519 801.879948377609 0 23.997983455658 1575 412475.48064842 412475.48064842 338752800 338752800 298343.149571852 298343.149571852 245019600 245019600 1052.03633702576 2604707.19343197 14890.883164894 2589816.31026708 25240 62481323 357419 62123904 0 0 0 0 824.372401714325 1718377574.35926 339699
115712 84.75 369.923531050799 410.290277003159 829.365038156509 824.76505112648 805.276994466782 0 24.1240563392639 1582 412551.87466451 412551.87466451 340258368 340258368 298398.405295981 298398.405295981 246108576 246108576 1051.72509342482 2594646.86319266 14894.6508326453 2579752.21236002 25374 62509974 358998 62150976 0 0 0 0 827.861954450607 1718377577.85659 341207
116224 85.125 369.640947638376 410.000174363382 833.647747993469 829.04776096344 809.499544620514 0 24.159036397934 1589 412236.727595567 412236.727595567 341763936 341763936 298170.459700332 298170.459700332 247197552 247197552 1051.67244153833 2588652.87137714 14922.0210893023 2573730.85028784 25400 62511536 360560 62150976 0 0 0 0 832.137099027634 1718377582.1393 342715
116736 85.5 369.679667802198 409.760833680914 837.212723970413 832.612736940384 812.904203176498 0 24.3768517971039 1596 412279.909698978 412279.909698978 343269504 343269504 298201.693277457 298201.693277457 248286528 248286528 1052.22363042358 2599005.90149506 14888.8121604915 2584117.08933457 25660 63576409 362137 63214272 0 0 0 0 835.694138050079 1718377585.70427 344223
117248 85.875 369.720779701944 409.523605858871 840.771543979645 836.171556949615 816.368124008179 0 24.4142708778381 1603 412325.75915133 412325.75915133 344775072 344775072 298234.856145706 298234.856145706 249375504 249375504 1052.39347722692 2605279.54992943 14893.7731033182 2590385.77682611 25686 63577952 363680 63214272 0 0 0 0 839.245345592499 1718377589.26309 345731
117760 86.25 369.776997278043 409.290308798406 844.295269012451 839.695281982422 819.785167694092 0 24.5458376407623 1610 412388.454991044 412388.454991044 346280640 346280640 298280.203991004 298280.203991004 250464480 250464480 1051.81123754431 2594709.55154162 14893.5328850136 2579816.01865661 25820 63606603 365259 63241344 0 0 0 0 842.761086463928 1718377592.78682 347239
118272 86.625 369.866873571117 409.06384703517 847.741188049316 843.141201019287 823.171291828156 0 24.5800323486328 1617 412488.688228681 412488.688228681 347786208 347786208 298352.702602948 298352.702602948 251553456 251553456 1051.77489426038 2588857.08866843 14920.9421439989 2573936.14652443 25846 63608171 366827 63241344 0 0 0 0 846.199380159378 1718377596.23274 348747
118784 87 369.916262281437 408.833307859264 851.27809214592 846.678105115891 826.549894571304 0 24.7912626266479 1624 412543.768274473 412543.768274473 349291776 349291776 298392.541951252 298392.541951252 252642432 252642432 1052.4018146278 2599244.27593463 14889.6416283072 2584354.63430633 26106 64673039 368399 64304640 0 0 0 0 849.728396654129 1718377599.76964 350255
119296 87.375 369.997496237346 408.609185290409 854.740875005722 850.140887975693 829.927426338196 0 24.8233165740967 1631 412634.363270421 412634.363270421 350797344 350797344 298458.069231526 298458.069231526 253731408 253731408 1052.97737328202 2606421.73792796 14898.0500434748 2591523.68788449 26132 64674532 369892 64304640 0 0 0 0 853.183716058731 1718377603.23243 351763
119808 87.75 370.059464953731 408.384043398973 858.246576070786 853.646589040756 833.330082893372 0 24.952977180481 1638 412703.472986266 412703.472986266 352302912 352302912 298508.056227744 298508.056227744 254820384 254820384 1052.55582369726 2596399.88417963 14900.1706362329 2581499.71354339 26266 64703188 371476 64331712 0 0 0 0 856.681354522705 1718377606.73813 353271
120320 88.125 370.149028967505 408.164792575343 861.687201023102 857.087213993073 836.710457801819 0 24.9877068996429 1645 412803.357958925 412803.357958925 353808480 353808480 298580.302939939 298580.302939939 255909360 255909360 1052.49910955563 2590591.19224417 14926.6458279603 2575664.54641621 26292 64704751 373039 64331712 0 0 0 0 860.114322423935 1718377610.17875 354779
120832 88.5 370.188987178457 407.94003099587 865.241472959518 860.641485929489 840.102191448212 0 25.2001600265503 1652 412847.920776515 412847.920776515 355314048 355314048 298612.535186406 298612.535186406 256998336 256998336 1052.93383138634 2600360.95186723 14893.265737591 2585467.68612964 26552 65769626 374618 65395008 0 0 0 0 863.660838842392 1718377613.73302 356287
121344 88.875 370.277955302266 407.724163793327 868.680593013763 864.080605983734 843.458079338074 0 25.2325096130371 1659 412947.141191498 412947.141191498 356819616 356819616 298684.301224623 298684.301224623 258087312 258087312 1053.58253906362 2607628.63867102 14904.9775464031 2592723.66112462 26578 65771169 376161 65395008 0 0 0 0 867.092381715775 1718377617.17214 357795
121856 89.25 370.329538970137 407.504615257515 872.205636024475 867.605648994446 846.883293151855 0 25.3573377132416 1666 413004.669131994 413004.669131994 358325184 358325184 298725.911132996 298725.911132996 259176288 259176288 1053.29906218274 2598093.60180241 14908.9285260493 2583184.67327636 26712 65799826 377746 65422080 0 0 0 0 870.609530687332 1718377620.69719 359303
122368 89.625 370.404545245011 407.290091206248 875.674611091614 871.074624061584 850.293144226074 0 25.3946499824524 1673 413088.318796623 413088.318796623 359830752 359830752 298786.414861282 298786.414861282 260265264 260265264 1053.28821780182 2592488.9742814 14935.8191947013 2577553.1550867 26738 65801394 379314 65422080 0 0 0 0 874.068651914597 1718377624.16616 360811
122880 90 370.442798910843 407.072072127039 879.228947162628 874.628960132599 853.679758787155 0 25.6119360923767 1680 413130.980644889 413130.980644889 361336320 361336320 298817.272138322 298817.272138322 261354240 261354240 1053.49726200458 2601563.77663286 14899.6905265861 2586664.08610628 26998 66866256 380880 66485376 0 0 0 0 877.617516994476 1718377627.7205 362319
123392 90.375 370.538594389255 406.86394723838 882.646174192429 878.046187162399 857.011983156204 0 25.6460011005402 1687 413237.815168475 413237.815168475 362841888 362841888 298894.545454543 298894.545454543 262443216 262443216 1054.06095951369 2608529.16737289 14908.174767831 2593620.99260506 27024 66867756 382380 66485376 0 0 0 0 881.027144908905 1718377631.13773 363827
123904 90.75 370.600466617953 406.652700720769 886.142320156097 881.542333126068 860.406042098999 0 25.7724466323853 1694 413306.817277821 413306.817277821 364347456 364347456 298944.454619076 298944.454619076 263532192 263532192 1053.68771427773 2598915.11319571 14910.7030608164 2584004.41013489 27158 66896409 383961 66512448 0 0 0 0 884.515456438065 1718377634.63387 365335
124416 91.125 370.691980750009 406.447461755171 889.566528081894 884.966541051865 863.769691705704 0 25.8093297481537 1701 413408.877091726 413408.877091726 365853024 365853024 299018.274392016 299018.274392016 264621168 264621168 1053.61756781488 2593254.11164545 14936.0950459656 2578318.01659948 27184 66897973 385525 66512448 0 0 0 0 887.932136297226 1718377638.05808 366843
124928 91.5 370.730807244775 406.236387848138 893.115302085876 888.515315055847 867.155733585358 0 26.0308337211609 1708 413452.177779186 413452.177779186 367358592 367358592 299049.593740879 299049.593740879 265710144 265710144 1054.02368299971 2602679.23939682 14903.7145972695 2587775.52479955 27444 67962849 387105 67575744 0 0 0 0 891.472907543182 1718377641.60685 368351
125440 91.875 370.812296513242 406.03290292855 896.560698986053 891.960711956024 870.503885269165 0 26.06884765625 1715 413543.057508777 413543.057508777 368864160 368864160 299115.326968744 299115.326968744 266799120 266799120 1054.08129706197 2608307.20664629 14907.0797458341 2593400.12690046 27470 67964394 388650 67575744 0 0 0 0 894.910702466965 1718377645.05225 369859
125952 92.25 370.874516014417 405.828426291373 900.05110502243 895.451117992401 873.894134521484 0 26.1931500434875 1722 413612.446908736 413612.446908736 370369728 370369728 299165.516260234 299165.516260234 267888096 267888096 1053.79176074703 2599040.89418693 14910.4423230471 2584130.45186388 27604 67993044 390228 67602816 0 0 0 0 898.393240213394 1718377648.54266 371367
126464 92.625 370.953799292466 405.62798568189 903.498989105225 898.899002075195 877.281616926193 0 26.2306196689606 1729 413700.866439377 413700.866439377 371875296 371875296 299229.47002838 299229.47002838 268977072 268977072 1053.72879521828 2593486.08760957 14935.6692702093 2578550.41833936 27630 67994611 391795 67602816 0 0 0 0 901.833637714386 1718377651.99054 372875
126976 93 370.972647312326 405.420648118812 907.092401027679 902.49241399765 880.707784414291 0 26.4471852779388 1736 413721.886421277 413721.886421277 373380864 373380864 299244.673762657 299244.673762657 270066048 270066048 1053.94747278191 2602314.33361666 14901.1829794981 2587413.15063716 27890 69059479 393367 68666112 0 0 0 0 905.419047355652 1718377655.58395 374383
127488 93.375 371.055529840111 405.223721877828 910.529081106186 905.929094076157 884.059909820557 0 26.4803311824799 1743 413814.319963197 413814.319963197 374886432 374886432 299311.530861603 299311.530861603 271155024 271155024 1054.50978040835 2609101.66981672 14909.6847703072 2594191.98504641 27916 69060978 394866 68666112 0 0 0 0 908.848110675812 1718377659.02063 375891
128000 93.75 371.116621257695 405.025472204007 914.017621994019 909.417634963989 887.444973707199 0 26.6071751117706 1750 413882.451284227 413882.451284227 376392000 376392000 299360.810185719 299360.810185719 272244000 272244000 1054.0913987069 2599651.53846803 14911.3477784802 2584740.19068955 28050 69089635 396451 68693184 0 0 0 0 912.328966617584 1718377662.50917 377399
128512 94.125 371.2014157051 404.832077651436 917.446721076965 912.846734046936 890.814997911453 0 26.6435022354126 1757 413977.017066886 413977.017066886 377897568 377897568 299429.209532502 299429.209532502 273332976 273332976 1054.08124834945 2594311.28697945 14936.9230645632 2579374.36391488 28076 69091200 398016 68693184 0 0 0 0 915.750611543655 1718377665.93827 378907
129024 94.5 371.224628361662 404.631740144418 921.026252985001 916.426265954971 894.233116388321 0 26.8552901744843 1764 414002.904646823 414002.904646823 379403136 379403136 299447.933996125 299447.933996125 274421952 274421952 1054.5237918692 2603564.11606712 14905.9442353417 2588658.17183178 28336 70156069 399589 69756480 0 0 0 0 919.322160959244 1718377669.5178 380415
129536 94.875 371.312840649492 404.44182520325 924.444287061691 919.844300031662 897.563813447952 0 26.8942127227783 1771 414101.282126648 414101.282126648 380908704 380908704 299519.09034009 299519.09034009 275510928 275510928 1054.96653100285 2609975.88837652 14914.4693564882 2595061.41902003 28362 70157609 401129 69756480 0 0 0 0 922.731122255325 1718377672.93584 381923
130048 95.25 371.369356019977 404.249196325229 927.939499139786 923.339512109756 900.956685781479 0 27.0169594287872 1778 414164.310077248 414164.310077248 382414272 382414272 299564.678400897 299564.678400897 276599904 276599904 1054.59722165108 2600775.94830917 14916.6061616807 2585859.34214749 28496 70186261 402709 69783552 0 0 0 0 926.217752456665 1718377676.43105 383431
130560 95.625 371.456416635241 404.062352064517 931.357433080673 926.757446050644 904.31667804718 0 27.0512177944183 1785 414261.403170879 414261.403170879 383919840 383919840 299634.905749465 299634.905749465 277688880 277688880 1054.63031504399 2595623.04799051 14942.4451905848 2580680.60279993 28522 70187828 404276 69783552 0 0 0 0 929.629240512848 1718377679.84898 384939
131072 96 371.450222006993 403.864312070371 935.007292032242 930.407305002213 907.798708438873 0 27.2697396278381 1792 414254.494701203 414254.494701203 385425408 385425408 299629.908859472 299629.908859472 278777856 278777856 1054.81418764463 2604115.01234004 14908.5673132528 2589206.44502679 28782 71252694 405846 70846848 0 0 0 0 933.244013786316 1718377683.49884 386447
131584 96.375 371.534335599708 403.679824936852 938.430233001709 933.83024597168 911.138548135757 0 27.3044626712799 1799 414348.301170505 414348.301170505 386930976 386930976 299697.758995576 299697.758995576 279866832 279866832 1055.41303666214 2610830.82081513 14917.5106630342 2595913.31015209 28808 71254193 407345 70846848 0 0 0 0 936.686524152756 1718377686.92178 387955
132096 96.75 371.575186875633 403.491024586883 941.960748195648 937.360761165619 914.559168577194 0 27.4366986751556 1806 414393.859965905 414393.859965905 388436544 388436544 299730.71163191 299730.71163191 280955808 280955808 1054.75671119834 2601048.58889231 14915.636459321 2586132.95243299 28942 71282849 408929 70873920 0 0 0 0 940.206114530563 1718377690.4523 389463
132608 97.125 371.673730583026 403.311480341716 945.344439029694 940.744451999664 917.882686376572 0 27.4730277061462 1813 414503.759412167 414503.759412167 389942112 389942112 299810.201803986 299810.201803986 282044784 282044784 1054.70325823167 2595762.47373622 14939.5781537403 2580822.89558248 28968 71284407 410487 70873920 0 0 0 0 943.585112810135 1718377693.83599 390971
133120 97.5 371.695087441509 403.123145291214 948.922394990921 944.322407960892 921.297635316849 0 27.6849634647369 1820 414527.577340102 414527.577340102 391447680 391447680 299827.429290152 299827.429290152 283133760 283133760 1055.06800217906 2604578.74924178 14908.8717823871 2589669.8774594 29228 72349282 412066 71937216 0 0 0 0 947.155339002609 1718377697.41395 392479
133632 97.875 371.773131849162 402.943680159544 952.355405092239 947.75541806221 924.648362874985 0 27.7165813446045 1827 414614.615238429 414614.615238429 392953248 392953248 299890.383724869 299890.383724869 284222736 284222736 1055.68828930374 2611271.22240942 14919.8892021236 2596351.3332073 29254 72350823 413607 71937216 0 0 0 0 950.580609798431 1718377700.84696 393987
134144 98.25 371.841328552697 402.764495698495 955.812165021896 951.212177991867 928.005743265152 0 27.841822385788 1834 414690.670626983 414690.670626983 394458816 394458816 299945.394520001 299945.394520001 285311712 285311712 1055.43964832087 2602616.92903536 14923.4591789701 2587693.46985639 29388 72379473 415185 71964288 0 0 0 0 954.029454469681 1718377704.30372 395495
134656 98.625 371.924317900741 402.58878707123 959.229686975479 954.62969994545 931.363211631775 0 27.8764915466309 1841 414783.223298653 414783.223298653 395964384 395964384 300012.33778539 300012.33778539 286400688 286400688 1055.39002106502 2597415.50042685 14947.2437709674 2582468.25665588 29414 72381036 416748 71964288 0 0 0 0 957.439486980438 1718377707.72124 397003
135168 99 371.947611720031 402.406633415909 962.799445152283 958.199458122253 934.77161026001 0 28.088630437851 1848 414809.201394151 414809.201394151 397469952 397469952 300031.127718839 300031.127718839 287489664 287489664 1055.8075610813 2606247.97743969 14917.7416524339 2591330.23578726 29674 73445901 418317 73027584 0 0 0 0 961.000572919846 1718377711.291 398511
135680 99.375 372.014011161447 402.23143406357 966.257315158844 961.657328128815 938.146464586258 0 28.1217706203461 1855 414883.252412087 414883.252412087 398975520 398975520 300084.68875448 300084.68875448 288578640 288578640 1056.38923743417 2612769.53574739 14926.2648213565 2597843.27092604 29700 73447395 419811 73027584 0 0 0 0 964.451802253723 1718377714.74887 400019
136192 99.75 372.062902942381 402.055347568442 969.759365081787 965.159378051758 941.547309398651 0 28.2481100559235 1862 414937.778264559 414937.778264559 400481088 400481088 300124.127255246 300124.127255246 289667616 289667616 1056.07334448194 2604065.46850519 14928.9369314467 2589136.53157374 29834 73476048 421392 73054656 0 0 0 0 967.946061372757 1718377718.25092 401527
136704 100.125 372.130953147032 401.883178842449 973.210625171661 968.610638141632 944.93812084198 0 28.2823412418365 1869 415013.670272348 415013.670272348 401986656 401986656 300179.019877216 300179.019877216 290756592 290756592 1056.00832709596 2598899.3455688 14952.230445189 2583947.11512361 29860 73477617 422961 73054656 0 0 0 0 971.389701604843 1718377721.70218 403035
137216 100.5 372.176684145286 401.709605587971 976.718917131424 972.118930101395 948.284266710281 0 28.4958055019379 1876 415064.671107592 415064.671107592 403492224 403492224 300215.908736146 300215.908736146 291845568 291845568 1056.38717392725 2607525.99036246 14923.5525570055 2592602.43780545 30120 74542514 424562 74117952 0 0 0 0 974.889994382858 1718377725.21047 404543
137728 100.875 372.218799836795 401.536697720747 980.235823154449 975.63583612442 951.718253850937 0 28.5270750522614 1883 415111.640024211 415111.640024211 404997792 404997792 300249.881311907 300249.881311907 292934544 292934544 1056.96245283736 2613962.61394614 14934.9334603893 2599027.68048575 30146 74544082 426130 74117952 0 0 0 0 978.398315191269 1718377728.72737 406051
138240 101.25 372.277424855403 401.367355465131 983.70851111412 979.108524084091 955.090100049973 0 28.6539123058319 1890 415177.020729407 415177.020729407 406503360 406503360 300297.171118028 300297.171118028 294023520 294023520 1056.66243776488 2605411.83900351 14938.4603862782 2590473.37861723 30280 74572760 427736 74145024 0 0 0 0 981.863160133362 1718377732.20006 407559
138752 101.625 372.328366882452 401.198363685187 987.200381040573 982.600394010544 958.522527217865 0 28.6876888275146 1897 415233.833089244 415233.833089244 408008928 408008928 300338.263447545 300338.263447545 295112496 295112496 1056.63416053839 2600408.22653715 14962.8700478354 2585445.35648931 30306 74574350 429326 74145024 0 0 0 0 985.347728490829 1718377735.69193 409067
139264 102 372.346168827505 401.026451474351 990.779061079025 986.179074048996 961.941084384918 0 28.8997917175293 1904 415253.686451325 415253.686451325 409514496 409514496 300352.623366742 300352.623366742 296201472 296201472 1057.07832152556 2609088.14089496 14935.5485153719 2594152.59237959 30566 75639239 430919 75208320 0 0 0 0 988.918520212173 1718377739.27061 410575
139776 102.375 372.396397867673 400.859767019236 994.271214008331 989.671226978302 965.349210977554 0 28.9319770336151 1911 415309.703662842 415309.703662842 411020064 411020064 300393.140566183 300393.140566183 297290448 297290448 1057.6030978024 2615328.61052217 14944.400619143 2600384.20990303 30592 75640767 432447 75208320 0 0 0 0 992.403012037277 1718377742.76276 412083
140288 102.75 372.450758774163 400.695001109389 997.751407146454 993.151420116425 968.729837417603 0 29.0567753314972 1918 415370.328878592 415370.328878592 412525632 412525632 300436.990731002 300436.990731002 298379424 298379424 1057.35149017436 2607007.01949917 14948.7434364623 2592058.27606271 30726 75669447 434055 75235392 0 0 0 0 995.87548828125 1718377746.24296 413591
140800 103.125 372.52048521884 400.533447722615 1001.18947601318 996.589488983154 972.108421087265 0 29.0908887386322 1925 415448.090288858 415448.090288858 414031200 414031200 300493.235490127 300493.235490127 299468400 299468400 1057.32065354327 2602065.47502368 14972.5311241008 2587092.94389958 30752 75671033 435641 75235392 0 0 0 0 999.306196451187 1718377749.68103 415099
141312 103.5 372.547130298396 400.367864923417 1004.74190115929 1000.14191412926 975.500845432281 0 29.3003861904144 1932 415477.80582896 415477.80582896 415536768 415536768 300514.728713946 300514.728713946 300557376 300557376 1057.75934661057 2610627.66381242 14945.7326055567 2595681.93120687 31012 76735934 437246 76298688 0 0 0 0 1002.85081982613 1718377753.23345 416607
141824 103.875 372.617476648187 400.208970712472 1008.17610311508 1003.57611608505 978.854297399521 0 29.3335456848145 1939 415556.25857945 415556.25857945 417042336 417042336 300571.473518841 300571.473518841 301646352 301646352 1058.39320746643 2617071.87287159 14957.6395210628 2602114.23335053 31038 76737497 438809 76298688 0 0 0 0 1006.27748012543 1718377756.66765 418115
142336 104.25 372.661158405231 400.048042147545 1011.68106198311 1007.08107495308 982.257512569427 0 29.459216594696 1946 415604.974028035 415604.974028035 418547904 418547904 300606.709359626 300606.709359626 302735328 302735328 1058.06405482557 2608664.37019018 14960.7035443291 2593703.66664586 31172 76766177 440417 76325760 0 0 0 0 1009.774528265 1718377760.17261 419623
142848 104.625 372.738960010815 399.892676067327 1015.09269213676 1010.49270510674 985.609105825424 0 29.4952123165131 1953 415691.741144862 415691.741144862 420053472 420053472 300669.467938324 300669.467938324 303824304 303824304 1058.01240292134 2603738.09988213 14983.8284710323 2588754.2714111 31198 76767762 442002 76325760 0 0 0 0 1013.17860174179 1718377763.58424 421131
143360 105 372.761207626124 399.731747883619 1018.65400409698 1014.05401706696 989.007151603699 0 29.7073576450348 1960 415716.55247648 415716.55247648 421559040 421559040 300687.413952493 300687.413952493 304913280 304913280 1058.32482578397 2611887.18153254 14955.5842428942 2596931.59728964 31458 77832650 443594 77389056 0 0 0 0 1016.73222875595 1718377767.14556 422639
143872 105.375 372.82752043943 399.57738620936 1022.09461712837 1017.49463009834 992.365618467331 0 29.7403073310852 1967 415790.506883668 415790.506883668 423064608 423064608 300740.905109666 300740.905109666 306002256 306002256 1058.89876611463 2618115.39256445 14964.9507227775 2603150.44184167 31484 77834174 445118 77389056 0 0 0 0 1020.16525101662 1718377770.58617 424147
