# Scalar ASCII output created by CarpetIOScalar
# created on DESKTOP-32SDILR. by acastoldi on Jun 12 2024 at 15:46:38+0200
# parameter filename: "TOV_lev3_r12_r10.par"
# Build ID: build-sim-DESKTOP-32SDILR.-acastoldi-2024.05.17-07.33.06-127188
# Simulation ID: run-TOV_lev3_r12_r10-DESKTOP-32SDILR.-acastoldi-2024.06.12-13.46.32-2218
# Run ID: run-TOV_lev3_r12_r10-DESKTOP-32SDILR.-acastoldi-2024.06.12-13.46.32-2218
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
89600 87.5 799.161512653865 765.713632891206 399.801573991776 394.163125991821 380.321127414703 0 19.4893424510956 1225 361540.668324609 361540.668324609 142506000 142506000 243968.026582972 243968.026582972 96163200 96163200 1006.03443162675 1593603.35386448 13867.9058989316 1579735.44796555 19602 31044312 270360 30773952 0 0 0 0 398.625940322876 1718200392.49505 264299
90112 88 800.128725801733 765.865795670186 401.57473897934 395.936290979385 381.968214273453 0 19.6835396289825 1232 361978.235552704 361978.235552704 143320320 143320320 244263.297412753 244263.297412753 96712704 96712704 1008.84783492819 1605113.57683654 13855.5406465499 1591258.03618999 19862 31723620 271860 31451760 0 0 0 0 400.392458677292 1718200394.26822 265807
90624 88.5 801.206352168978 766.015101197971 403.288815021515 397.650367021561 383.583621025085 0 19.7139487266541 1239 362465.753721246 362465.753721246 144134640 144134640 244592.275190146 244592.275190146 97262208 97262208 1009.07405446518 1609975.01500105 13859.7975766941 1596115.21742435 19888 31725078 273318 31451760 0 0 0 0 402.100036382675 1718200395.9823 267315
91136 89 802.312947168473 766.166743515519 404.983866930008 399.345418930054 385.199704885483 0 19.8124272823334 1246 362966.377299017 362966.377299017 144948960 144948960 244930.096511592 244930.096511592 97811712 97811712 1009.99981475231 1604323.69733766 13880.5979945961 1590443.09934306 20022 31748177 274817 31473360 0 0 0 0 403.788336992264 1718200397.67735 268823
91648 89.5 803.533071484068 766.31620584001 406.617588043213 400.979140043259 386.793520689011 0 19.8295242786407 1253 363518.361539392 363518.361539392 145763280 145763280 245302.576062656 245302.576062656 98361216 98361216 1011.09422409983 1601559.83294063 13926.0019181422 1587633.83102249 20048 31749639 276279 31473360 0 0 0 0 405.415654659271 1718200399.31107 270331
92160 90 804.552064324248 766.478282273423 408.347003936768 402.708555936813 388.404845237732 0 19.9910979270935 1260 363979.35390029 363979.35390029 146577600 146577600 245613.654196906 245613.654196906 98910720 98910720 1014.2332284708 1613467.5531168 13919.1551019711 1599548.39801483 20308 32428946 277778 32151168 0 0 0 0 407.1381919384 1718200401.04048 271839
92672 90.5 805.738707387884 766.634866334614 409.987894058228 404.349446058273 389.985835075378 0 20.1753349304199 1267 364516.191222279 364516.191222279 147391920 147391920 245975.912591373 245975.912591373 99460224 99460224 1016.39536296899 1621342.88414045 13949.963863183 1607392.92027727 20334 32430402 279234 32151168 0 0 0 0 408.772625207901 1718200402.68138 273347
93184 91 806.428890548233 766.816547785534 411.873893976212 406.235445976257 391.614741802216 0 20.2900223731995 1274 364828.430084021 364828.430084021 148206240 148206240 246186.611706565 246186.611706565 100009728 100009728 1008.33439743943 1601524.22575936 13847.124380658 1587677.1013787 20468 32453499 280731 32172768 0 0 0 0 410.651726484299 1718200404.56737 274855
93696 91.5 807.471481141176 766.983551087428 413.578552007675 407.940104007721 393.276829004288 0 20.3068871498108 1281 365300.098068268 365300.098068268 149020560 149020560 246504.893762778 246504.893762778 100559232 100559232 1009.27394175268 1598620.57001688 13889.6585256803 1584730.9114912 20494 32454961 282193 32172768 0 0 0 0 412.350068807602 1718200406.27203 276363
94208 92 808.245569177224 767.166405639379 415.414897918701 409.776449918747 394.986731529236 0 20.5026578903198 1288 365650.295495776 365650.295495776 149834880 149834880 246741.207358423 246741.207358423 101108736 101108736 1011.93614766426 1609608.48727748 13877.6038238163 1595730.88345367 20754 33134271 283695 32850576 0 0 0 0 414.178757190704 1718200408.10838 277871
94720 92.5 809.264730906588 767.338291427603 417.123080015182 411.484632015228 396.599587202072 0 20.5287744998932 1295 366111.36426214 366111.36426214 150649200 150649200 247052.337051163 247052.337051163 101658240 101658240 1012.30332425328 1614516.94902698 13884.1376852762 1600632.8113417 20780 33135735 285159 32850576 0 0 0 0 415.880702257156 1718200409.81656 279379
95232 93 810.297090826633 767.512515950095 418.820235013962 413.181787014008 398.227004766464 0 20.6219370365143 1302 366578.403889969 366578.403889969 151463520 151463520 247367.495887555 247367.495887555 102207744 102207744 1013.63408018694 1609793.97605815 13910.2994798405 1595883.67657831 20914 33158835 286659 32872176 0 0 0 0 417.571043014526 1718200411.51372 280887
95744 93.5 811.449667653779 767.682761790859 420.451606988907 414.813158988953 399.817500114441 0 20.6427400112152 1309 367099.82964657 367099.82964657 152277840 152277840 247719.354541346 247719.354541346 102757248 102757248 1014.6307822951 1607052.49816432 13953.4510386921 1593099.04712562 20940 33160300 288124 32872176 0 0 0 0 419.19531083107 1718200413.14509 282395
96256 94 812.383068483025 767.867493724158 422.190704107285 416.55225610733 401.434049844742 0 20.8299016952515 1316 367522.100181721 367522.100181721 153092160 153092160 248004.303146498 248004.303146498 103306752 103306752 1017.40866966741 1618116.36765614 13943.3839548159 1604172.98370133 21200 33839603 289619 33549984 0 0 0 0 420.928390979767 1718200414.88419 283903
96768 94.5 813.402801020497 768.048745547282 423.881413936615 418.242965936661 403.03112077713 0 20.8552184104919 1323 367983.427181673 367983.427181673 153906480 153906480 248315.607095537 248315.607095537 103856256 103856256 1017.82741555104 1623039.91321128 13950.5952158606 1609089.31799542 21226 33841066 291082 33549984 0 0 0 0 422.612650632858 1718200416.57489 285411
97280 95 814.429011280466 768.232525822788 425.564549922943 419.926101922989 404.635605335236 0 20.9568009376526 1330 368447.684703283 368447.684703283 154720800 154720800 248628.888563701 248628.888563701 104405760 104405760 1018.68490838865 1617673.020162 13970.1741181793 1603702.84604382 21360 33864165 292581 33571584 0 0 0 0 424.288957834244 1718200418.25803 286919
97792 95.5 815.53740607935 768.413690174932 427.200963020325 421.56251502037 406.232604980469 0 20.9735500812531 1337 368949.122510298 368949.122510298 155535120 155535120 248967.259327904 248967.259327904 104955264 104955264 1019.72695999171 1615072.5266914 14013.2574730691 1601059.26921833 21386 33865626 294042 33571584 0 0 0 0 425.919093847275 1718200419.89444 288427
98304 96 816.416975277426 768.610431919041 428.951547145844 423.313099145889 407.864462614059 0 21.1541223526001 1344 369347.039615507 369347.039615507 156349440 156349440 249235.774212693 249235.774212693 105504768 105504768 1022.61647253783 1626209.3485855 14005.8242548816 1612203.52433062 21646 34544934 295542 34249392 0 0 0 0 427.649708032608 1718200421.64503 289935
98816 96.5 817.426253487029 768.800611927212 430.630914926529 424.992466926575 409.452209711075 0 21.1855993270874 1351 369803.637077532 369803.637077532 157163760 157163760 249543.88666452 249543.88666452 106054272 106054272 1023.10314910984 1631175.54395118 14013.7934297999 1617161.75052138 21672 34546395 297003 34249392 0 0 0 0 429.335882902145 1718200423.3244 291443
99328 97 818.441821253275 768.99303520997 432.30286192894 426.664413928986 411.049807786942 0 21.2804529666901 1358 370263.079934981 370263.079934981 157978080 157978080 249853.9191922 249853.9191922 106603776 106603776 1024.13515980219 1626190.55920545 14035.6297973442 1612154.92940811 21806 34569493 298501 34270992 0 0 0 0 431.001132011414 1718200424.99634 292951
99840 97.5 819.55708823606 769.181422314175 433.918558120728 428.280110120773 412.626569032669 0 21.296942949295 1365 370767.626717993 370767.626717993 158792400 158792400 250194.387896704 250194.387896704 107153280 107153280 1025.17429957928 1623650.32487213 14078.2055993122 1609572.11927282 21832 34570954 299962 34270992 0 0 0 0 432.610564231873 1718200426.61204 294459
100352 98 820.41284651038 769.387917364487 435.665843963623 430.027395963669 414.22371006012 0 21.5472373962402 1372 371154.771761296 371154.771761296 159606720 159606720 250455.633782689 250455.633782689 107702784 107702784 1026.48365592026 1632176.2636825 14050.0008700523 1618126.26281244 22092 35250266 301466 34948800 0 0 0 0 434.349905252457 1718200428.35932 295967
100864 98.5 821.395730814898 769.587185339141 437.342664003372 431.704216003418 415.784059524536 0 21.5644774436951 1379 371599.42862066 371599.42862066 160421040 160421040 250755.688703172 250755.688703172 108252288 108252288 1025.76212767896 1635149.62365056 14042.838454465 1621106.78519609 22118 35251757 302957 34948800 0 0 0 0 436.021674156189 1718200430.03614 297475
101376 99 822.420349081445 769.786360268614 438.993484020233 433.355036020279 417.365293264389 0 21.6573071479797 1386 372062.965924446 372062.965924446 161235360 161235360 251068.484167584 251068.484167584 108801792 108801792 1026.99297646976 1630598.75872745 14068.5369125377 1616530.22181492 22252 35274880 304480 34970400 0 0 0 0 437.665874004364 1718200431.68696 298983
101888 99.5 823.511813007226 769.983116015947 440.604886054993 434.966438055038 418.936428785324 0 21.6741042137146 1393 372556.744204469 372556.744204469 162049680 162049680 251401.686274846 251401.686274846 109351296 109351296 1027.94581648316 1627995.5495207 14110.4646350615 1613885.08488564 22278 35276364 305964 34970400 0 0 0 0 439.27100777626 1718200433.29837 300491
102400 100 824.22373398699 770.20562135667 442.413058042526 436.774610042572 420.586189746857 0 21.8799824714661 1400 372878.817255714 372878.817255714 162864000 162864000 251619.021511548 251619.021511548 109900800 109900800 1028.82372751822 1635725.86393823 14078.2908403294 1621647.5730979 22538 35955702 307494 35648208 0 0 0 0 441.072266101837 1718200435.10654 301999
102912 100.5 825.080967236819 770.419490954056 444.140866994858 438.502418994904 422.235169172287 0 21.9106707572937 1407 373266.629577937 373266.629577937 163678320 163678320 251880.717678056 251880.717678056 110450304 110450304 1029.86904059066 1641445.12953846 14096.469443755 1627348.6600947 22564 35957217 309009 35648208 0 0 0 0 442.793946743011 1718200436.83435 303507
103424 101 825.622518311467 770.656075134917 446.03341293335 440.394964933395 423.818296670914 0 22.2675514221191 1414 373511.627284108 373511.627284108 164492640 164492640 252046.042390125 252046.042390125 110999808 110999808 1019.9361431348 1619275.07265972 13970.3072598716 1605304.76539985 22698 35980369 310561 35669808 0 0 0 0 444.678380966187 1718200438.72689 305015
103936 101.5 826.712698978444 770.856261651807 447.62996506691 441.991517066956 425.351400136948 0 22.2851266860962 1421 374004.825017848 374004.825017848 165306960 165306960 252378.852744139 252378.852744139 111549312 111549312 1019.81434044004 1615080.06072728 13998.1188635982 1601081.94186368 22724 35981881 312073 35669808 0 0 0 0 446.270412921906 1718200440.32345 306523
104448 102 827.587939794296 771.073019902762 449.337518930435 443.699070930481 426.942700147629 0 22.4463093280792 1428 374400.78396294 374400.78396294 166121280 166121280 252646.046260403 252646.046260403 112098816 112098816 1022.64725703353 1625747.24774966 13995.1567833461 1611752.09096632 22984 36661242 313626 36347616 0 0 0 0 447.970857620239 1718200442.031 308031
104960 102.5 828.618346969435 771.280171422835 450.958059072495 445.31961107254 428.50078701973 0 22.4624800682068 1435 374866.940168972 374866.940168972 166935600 166935600 252960.608962829 252960.608962829 112648320 112648320 1024.43431000639 1632546.37134283 14023.1635997493 1618523.20774308 23010 36662754 315138 36347616 0 0 0 0 449.585152626038 1718200443.65154 309539
105472 103 829.243807746961 771.516782070972 452.792827129364 447.15437912941 430.263870239258 0 22.5574612617493 1442 375149.898624725 375149.898624725 167749920 167749920 253151.549628992 253151.549628992 113197824 113197824 1025.52462205413 1628034.71900235 14047.8763195196 1613986.84268283 23144 36685908 316692 36369216 0 0 0 0 451.413340091705 1718200445.48631 311047
105984 103.5 829.919367233695 771.749394073946 454.597726106644 448.959278106689 432.027813911438 0 22.5797584056854 1449 375455.521736523 375455.521736523 168564240 168564240 253357.784429102 253357.784429102 113747328 113747328 1026.410727682 1625491.92405778 14089.2883078007 1611402.63574998 23170 36687426 318210 36369216 0 0 0 0 453.211803674698 1718200447.29121 312555
106496 104 830.804173718799 771.969010951714 456.286159992218 450.647711992264 433.596127510071 0 22.7392265796661 1456 375855.808190385 375855.808190385 169378560 169378560 253627.898152875 253627.898152875 114296832 114296832 1028.99808620241 1635689.85761486 14083.3645897787 1621606.49302508 23430 37366784 319760 37047024 0 0 0 0 454.893448114395 1718200448.97964 314063
107008 104.5 829.171313418091 772.357573070733 459.3444480896 453.706000089645 436.591550827026 0 22.7587223052979 1463 375117.102190345 375117.102190345 170192880 170192880 253129.418560275 253129.418560275 114846336 114846336 1030.72587764797 1642343.94278515 14110.6864895012 1628233.25629565 23456 37368300 321276 37047024 0 0 0 0 457.945342302322 1718200452.03793 315571
107520 105 824.413072998433 772.912852243366 464.146461009979 458.508013010025 441.323261499405 0 22.8504869937897 1470 372964.474224491 372964.474224491 171007200 171007200 251676.822924961 251676.822924961 115395840 115395840 1031.84481163953 1637959.12937972 14135.6166934669 1623823.51268625 23590 37391453 322829 37068624 0 0 0 0 462.740431070328 1718200456.83994 317079
108032 105.5 824.725043160831 773.136659366563 466.155565977097 460.517117977142 443.293791294098 0 22.866623878479 1477 373105.60952596 373105.60952596 171821520 171821520 251772.061176138 251772.061176138 115945344 115945344 1032.81570776565 1635601.63279045 14177.9019561873 1621423.73083426 23616 37392971 324347 37068624 0 0 0 0 464.743282794952 1718200458.84905 318587
108544 106 825.094396645408 773.35740121588 468.130984067917 462.492536067963 445.136489152908 0 23.0649144649506 1484 373272.705042382 373272.705042382 172635840 172635840 251884.81740791 251884.81740791 116494848 116494848 1034.76941276364 1644715.53473067 14163.8684043206 1630551.66632635 23876 38072328 325896 37746432 0 0 0 0 466.706449747086 1718200460.82447 320095
109056 106.5 825.478361401524 773.576300523628 470.096413135529 464.457965135574 447.011992692947 0 23.0908682346344 1491 373446.410698049 373446.410698049 173450160 173450160 252002.034168657 252002.034168657 117044352 117044352 1035.24366398725 1649321.28552684 14173.8017990897 1635147.48372775 23902 38073842 327410 37746432 0 0 0 0 468.670141220093 1718200462.78989 321603
109568 107 825.8987648538 773.792880569687 472.039436101913 466.400988101959 448.880218029022 0 23.1899383068085 1498 373636.601219859 373636.601219859 174264480 174264480 252130.374934568 252130.374934568 117593856 117593856 1036.13170032231 1644658.85161229 14195.5138107544 1630463.33780154 24036 38096997 328965 37768032 0 0 0 0 470.607320308685 1718200464.73292 323111
110080 107.5 826.641778530462 773.989867964406 473.7977039814 468.159255981445 450.596594810486 0 23.207377910614 1505 373972.740607181 373972.740607181 175078800 175078800 252357.20214978 252357.20214978 118143360 118143360 1036.93318378763 1642089.46733298 14234.8797881629 1627854.58754482 24062 38098514 330482 37768032 0 0 0 0 472.354466199875 1718200466.49118 324619
110592 108 826.754818445506 774.227071151468 475.91088104248 470.272433042526 452.479353904724 0 23.5058982372284 1512 374023.879864747 374023.879864747 175893120 175893120 252391.710975044 252391.710975044 118692864 118692864 1034.503635102 1644149.94266092 14161.432929624 1629988.5097313 24322 38777871 332031 38445840 0 0 0 0 474.465436697006 1718200468.60436 326127
111104 108.5 827.452401486522 774.425201809132 477.689769983292 472.051321983337 454.158887147903 0 23.5358428955078 1519 374339.466432503 374339.466432503 176707440 176707440 252604.669125805 252604.669125805 119242368 119242368 1034.55531908004 1648011.56298649 14165.5118650588 1633846.05112143 24348 38779384 333544 38445840 0 0 0 0 476.238118171692 1718200470.38325 327635
111616 109 828.522355735231 774.601895722701 479.252705097198 473.614257097244 455.653547525406 0 23.6244690418243 1526 374823.513734618 374823.513734618 177521760 177521760 252931.304758851 252931.304758851 119791872 119791872 1035.71493709652 1643895.67220696 14190.7184178593 1629704.9537891 24482 38802537 335097 38467440 0 0 0 0 477.794802188873 1718200471.94619 329143
112128 109.5 829.641213965069 774.77720355161 480.78359913826 475.145151138306 457.14791226387 0 23.6414408683777 1533 375329.685197797 375329.685197797 178336080 178336080 253272.869799256 253272.869799256 120341376 120341376 1036.73737641833 1641747.92999334 14232.7152067878 1627515.21478655 24508 38804055 336615 38467440 0 0 0 0 479.319751024246 1718200473.47708 330651
112640 110 830.593864449312 774.965514235007 482.40575504303 476.767307043076 458.656579971313 0 23.848641872406 1540 375760.664276869 375760.664276869 179150400 179150400 253563.694939086 253563.694939086 120890880 120890880 1039.44663027051 1651867.27040136 14230.2626924707 1637637.00770889 24768 39483413 338165 39145248 0 0 0 0 480.934257507324 1718200475.09924 332159
113152 110.5 831.570161005204 775.15320591936 484.010591030121 478.372143030167 460.150559186935 0 23.8657438755035 1547 376202.340838754 376202.340838754 179964720 179964720 253861.738751669 253861.738751669 121440384 121440384 1038.97598137867 1654847.49808819 14227.3909033761 1640620.10718482 24794 39484931 339683 39145248 0 0 0 0 482.5343978405 1718200476.70407 333667
113664 111 832.635261578101 775.337102031727 485.560472011566 479.922024011612 461.634641170502 0 23.951523065567 1554 376684.192337933 376684.192337933 180779040 180779040 254186.892654563 254186.892654563 121989888 121989888 1040.21466026936 1650939.44960127 14253.4653139271 1636685.98428734 24928 39508082 341234 39166848 0 0 0 0 484.067996740341 1718200478.25395 335175
114176 111.5 833.74196704141 775.519749564733 487.082366943359 481.443918943405 463.119261264801 0 23.9714150428772 1561 377184.865889534 377184.865889534 181593360 181593360 254524.747698402 254524.747698402 122539392 122539392 1041.18390723973 1648758.78485785 14294.1822564548 1634464.60260139 24954 39509597 342749 39166848 0 0 0 0 485.593712806702 1718200479.77585 336683
114688 112 834.658123702102 775.717626098836 488.710484981537 483.072036981583 464.634049415588 0 24.1593971252441 1568 377599.335162831 377599.335162831 182407680 182407680 254804.432003778 254804.432003778 123088896 123088896 1043.84222204156 1658718.41330541 14291.6088661667 1644426.80443924 25214 40188951 344295 39844656 0 0 0 0 487.202471494675 1718200481.40397 338191
115200 112.5 835.617286921011 775.913186360165 490.310086965561 484.671638965607 466.12958240509 0 24.1853985786438 1575 378033.260603065 378033.260603065 183222000 183222000 255097.245351246 255097.245351246 123638400 123638400 1043.65067887189 1662093.06755747 14292.2162412179 1647800.85131625 25240 40190465 345809 39844656 0 0 0 0 488.809521198273 1718200483.00357 339699
115712 113 836.390369719701 776.123547850794 492.014205932617 486.375757932663 467.754032850266 0 24.2892668247223 1582 378383.003261193 378383.003261193 184036320 184036320 255333.25206803 255333.25206803 124187904 124187904 1044.2629536897 1657269.00890283 14309.584635756 1642959.42426707 25374 40213616 347360 39866256 0 0 0 0 490.50662946701 1718200484.70769 341207
116224 113.5 837.313243891416 776.324033570814 493.627862930298 487.989414930344 469.326905488968 0 24.3059725761414 1589 378800.511536476 378800.511536476 184850640 184850640 255614.987095171 255614.987095171 124737408 124737408 1045.06170430996 1654869.48804759 14347.4593888642 1640522.02865873 25400 40215129 348873 39866256 0 0 0 0 492.114354372025 1718200486.32134 342715
116736 114 838.107977269677 776.535284440645 495.312823057175 489.67437505722 470.896962165833 0 24.4643878936768 1596 379160.048916802 379160.048916802 185664960 185664960 255857.603300887 255857.603300887 125286912 125286912 1047.59771174278 1664555.88770214 14343.9955510308 1650211.89215111 25660 40894493 350429 40544064 0 0 0 0 493.791826486588 1718200488.0063 344223
117248 114.5 838.917866360073 776.746022390882 496.98571395874 491.347265958786 472.510232210159 0 24.4840576648712 1603 379526.442741297 379526.442741297 186479280 186479280 256104.846242403 256104.846242403 125836416 125836416 1049.29497461226 1670888.21458524 14370.7079440997 1656517.50664114 25686 40896011 351947 40544064 0 0 0 0 495.459399700165 1718200489.67919 345731
117760 115 839.650894861298 776.963189384779 498.700508117676 493.062060117722 474.143666267395 0 24.5843930244446 1610 379858.064835251 379858.064835251 187293600 187293600 256328.625183257 256328.625183257 126385920 126385920 1049.80926118988 1665978.96624611 14386.7848379681 1651592.18140814 25820 40919167 353503 40565664 0 0 0 0 497.167110443115 1718200491.39399 347239
118272 115.5 840.384957569207 777.181136150002 500.411701917648 494.773253917694 475.815494298935 0 24.601512670517 1617 380190.154804309 380190.154804309 188107920 188107920 256552.719846728 256552.719846728 126935424 126935424 1050.64977498152 1663690.01410066 14425.0286670234 1649264.98543364 25846 40920682 355018 40565664 0 0 0 0 498.871917724609 1718200493.10518 348747
118784 116 837.048548201071 777.678384030964 504.534241914749 498.895793914795 479.813510656357 0 24.7706105709076 1624 378680.763206165 378680.763206165 188922240 188922240 255534.180794823 255534.180794823 127484928 127484928 1052.71966787654 1672568.44337739 14415.5525285693 1658152.89084882 26106 41600043 356571 41243472 0 0 0 0 502.981765031815 1718200497.22772 350255
119296 116.5 836.544772142971 777.964462950045 506.986390113831 501.347942113876 482.204681634903 0 24.7877326011658 1631 378452.85491748 378452.85491748 189736560 189736560 255380.388039806 255380.388039806 128034432 128034432 1054.32601720003 1678711.62052344 14440.8929797679 1664270.72754367 26132 41601557 358085 41243472 0 0 0 0 505.433848142624 1718200499.67987 351763
119808 117 835.687192176204 778.269394478521 509.654788017273 504.016340017319 484.792933940887 0 24.8939714431763 1638 378064.885740515 378064.885740515 190550880 190550880 255118.586027552 255118.586027552 128583936 128583936 1054.86903428133 1673918.80236031 14457.0472860025 1659461.75507431 26266 41624710 359638 41265072 0 0 0 0 508.093773603439 1718200502.34827 353271
120320 117.5 833.123757362878 778.667650628342 513.36613702774 507.727689027786 488.447196245193 0 24.9241046905518 1645 376905.187830966 376905.187830966 191365200 191365200 254336.020647739 254336.020647739 129133440 129133440 1054.94050607528 1670456.5560489 14484.4037774188 1655972.15227148 26292 41626224 361152 41265072 0 0 0 0 511.799402236938 1718200506.05962 354779
120832 118 831.945697910645 778.967739219073 516.248697042465 510.610249042511 491.174998283386 0 25.1499643325806 1652 376372.233734776 376372.233734776 192179520 192179520 253976.382658162 253976.382658162 129682944 129682944 1055.68788451745 1677161.96976216 14457.141065745 1662704.82869642 26552 42305583 362703 41942880 0 0 0 0 514.667971134186 1718200508.94218 356287
121344 118.5 832.341198216168 779.16628721771 518.168647050858 512.530199050903 492.998903036118 0 25.1738810539246 1659 376551.158072994 376551.158072994 192993840 192993840 254097.120991432 254097.120991432 130232448 130232448 1055.79142896478 1680862.54573047 14461.8077874305 1666400.73794303 26578 42307097 364217 41942880 0 0 0 0 516.588854312897 1718200510.86213 357795
121856 119 831.06469692185 779.464303679511 521.121781110764 515.483333110809 495.865320444107 0 25.2852120399475 1666 375973.668887445 375973.668887445 193808160 193808160 253707.430676302 253707.430676302 130781952 130781952 1056.04662316016 1675700.27164866 14473.6827865435 1661226.58886212 26712 42330242 365762 41964480 0 0 0 0 519.527806520462 1718200513.81526 359303
122368 119.5 830.793351229605 779.692546196074 523.456747055054 517.818299055099 498.157757997513 0 25.3032119274139 1673 375850.912096273 375850.912096273 194622480 194622480 253624.594263374 253624.594263374 131331456 131331456 1056.72206660888 1673250.21975067 14508.8406167198 1658741.37913395 26738 42331754 367274 41964480 0 0 0 0 521.862532377243 1718200516.15023 360811
122880 120 831.686516933787 779.852208694717 525.06492805481 519.426480054855 499.653196573257 0 25.4621133804321 1680 376254.980260845 376254.980260845 195436800 195436800 253897.259889547 253897.259889547 131880960 131880960 1059.1958292783 1682616.07954738 14505.898595206 1668110.18095218 26998 43011115 368827 42642288 0 0 0 0 523.463875770569 1718200517.75841 362319
123392 120.5 832.641098824646 780.009244209737 526.631227016449 520.992779016495 501.157951593399 0 25.481504201889 1687 376686.83310827 376686.83310827 196251120 196251120 254188.674649188 254188.674649188 132430464 132430464 1060.71950117379 1688530.87346119 14529.8943246649 1674000.97913653 27024 43012628 370340 42642288 0 0 0 0 525.023855209351 1718200519.32471 363827
123904 121 833.267820688735 780.188337833205 528.3995449543 522.761096954346 502.850700378418 0 25.5765609741211 1694 376970.362079584 376970.362079584 197065440 197065440 254380.000299857 254380.000299857 132979968 132979968 1061.41786253611 1684138.62600339 14547.9768721466 1669590.64913124 27158 43035781 371893 42663888 0 0 0 0 526.784996032715 1718200521.09303 365335
124416 121.5 833.490441581462 780.392381933129 530.419511079788 524.781063079834 504.831107139587 0 25.5940454006195 1701 377071.075771453 377071.075771453 197879760 197879760 254447.962005989 254447.962005989 133529472 133529472 1062.19989584027 1681897.71040727 14584.3406596258 1667313.36974764 27184 43037293 373405 42663888 0 0 0 0 528.798232316971 1718200523.11299 366843
124928 122 833.561148792044 780.605422081692 532.534405946732 526.895957946777 506.799358844757 0 25.7930722236633 1708 377103.063713521 377103.063713521 198694080 198694080 254469.547503235 254469.547503235 134078976 134078976 1063.21934798016 1688892.38196363 14561.8151975812 1674330.56676605 27444 43716654 374958 43341696 0 0 0 0 530.905583143234 1718200525.22789 368351
125440 122.5 833.574000368122 780.820102057631 534.685658931732 529.047210931778 508.880764245987 0 25.8125896453857 1715 377108.877766539 377108.877766539 199508400 199508400 254473.47083238 254473.47083238 134628480 134628480 1064.37171453261 1694172.96727624 14580.91593018 1679592.05134606 27470 43718171 376475 43341696 0 0 0 0 533.050479888916 1718200527.37914 369859
125952 123 833.901312434445 781.014238337051 536.636533021927 530.998085021973 510.749141216278 0 25.9195890426636 1722 377256.953745343 377256.953745343 200322720 200322720 254573.392659987 254573.392659987 135177984 135177984 1064.76543511754 1689368.14215703 14594.5564094085 1674773.58574762 27604 43741320 378024 43363296 0 0 0 0 534.978059053421 1718200529.33001 371367
126464 123.5 834.159349946733 781.212010314705 538.630136013031 532.991688013077 512.698350906372 0 25.9383590221405 1729 377373.689915902 377373.689915902 201137040 201137040 254652.166351739 254652.166351739 135727488 135727488 1065.33352356472 1686834.23914258 14627.8784294952 1672206.36071309 27630 43742839 379543 43363296 0 0 0 0 536.979197740555 1718200531.32362 372875
126976 124 834.411950253072 781.409674532723 540.625992059708 534.987544059753 514.560941457748 0 26.1191279888153 1736 377487.96629449 377487.96629449 201951360 201951360 254729.280173258 254729.280173258 136276992 136276992 1066.86921213611 1694578.37141816 14612.9392118414 1679965.43220632 27890 44422200 381096 44041104 0 0 0 0 538.967730045319 1718200533.31947 374383
127488 124.5 834.238667716349 781.632598756546 542.894772052765 537.256324052811 516.763951063156 0 26.1361598968506 1743 377409.573274876 377409.573274876 202765680 202765680 254676.380480447 254676.380480447 136826496 136826496 1068.1639130703 1700042.0315024 14633.6772255285 1685408.35427687 27916 44423708 382604 44041104 0 0 0 0 541.227976560593 1718200535.58825 375891
128000 125 834.138712572773 781.849113743105 545.117066144943 539.478618144989 518.899711370468 0 26.2479372024536 1750 377364.353567923 377364.353567923 203580000 203580000 254645.866174216 254645.866174216 137376000 137376000 1068.37628131997 1695017.45627157 14644.7268728196 1680372.72939875 28050 44446855 384151 44062704 0 0 0 0 543.442780256271 1718200537.81055 377399
128512 125.5 834.62946580717 782.027139633169 546.956504106522 541.318056106567 520.696702241898 0 26.2659530639648 1757 377586.370331164 377586.370331164 204394320 204394320 254795.683321613 254795.683321613 137925504 137925504 1069.01035067661 1692631.01180815 14678.3666528445 1677952.6451553 28076 44448368 385664 44062704 0 0 0 0 545.276185274124 1718200539.64999 378907
129024 126 834.734245984994 782.229250249633 549.044929981232 543.406481981277 522.646535396576 0 26.4843192100525 1764 377633.772883611 377633.772883611 205208640 205208640 254827.670614299 254827.670614299 138475008 138475008 1070.29235847633 1699906.17634315 14660.0581622091 1685246.11818094 28336 45127723 387211 44740512 0 0 0 0 547.357563972473 1718200541.73841 380415
